# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	20587
#@/user_id	keai
A 	A	c=2 d=9.35125e-06 t=20587
dou bu zheng chang 	都不正常	c=0 d=0 t=20587
dou bu zheng chang le 	都不正常了	c=1 d=2e-08 t=20587
dou bu zhi dao 	都不知道	c=4 d=0.900325 t=20587
dou chao dao 	都超导	c=1 d=2e-08 t=20587
dou chong fu 	都重复	c=1 d=2e-08 t=20587
dou chong xin 	都重新	c=1 d=2e-08 t=20587
dou chu lai 	都出来	c=0 d=0 t=20587
dou chu lai le 	都出来了	c=1 d=2e-08 t=20587
dou chuan 	都穿	c=1 d=2e-08 t=20587
dou de 	都得	c=1 d=2e-08 t=20587
dou di 	兜底	c=2 d=3e-08 t=20587
dou diao 	都掉	c=1 d=1 t=16244
dou dou zhuan zhuan 	兜兜转转	c=1 d=4.17714e-25 t=20587
dou fei le 	都废了	c=1 d=2e-08 t=20587
dou fu dian 	豆腐店	c=1 d=5.00095e-25 t=20587
dou fu nao 	豆腐脑	c=1 d=2e-08 t=20587
dou gan bu liao 	都干不了	c=1 d=2e-08 t=20587
dou gan sha 	都干啥	c=2 d=2e-08 t=20587
dou guai wo 	都怪我	c=1 d=2e-08 t=20587
dou guan 	都管	c=1 d=2e-08 t=20587
dou guo 	都过	c=1 d=2e-08 t=20587
dou hai mei 	都还没	c=1 d=1 t=15021
dou hao 	逗号	c=4 d=5e-08 t=20587
dou hao duo 	都好多	c=1 d=1 t=16927
dou huang 	斗皇	c=2 d=3e-08 t=20587
dou hui 	都会	c=8 d=9e-08 t=20587
dou jia 	豆荚	c=1 d=2.02522e-08 t=20587
dou kao 	都考	c=1 d=2e-08 t=20587
dou ke yi 	都可以	c=3 d=3e-08 t=20587
dou mai 	都买	c=1 d=2e-08 t=20587
dou mei 	都没	c=9 d=5.67204e-06 t=20587
dou mei gei 	都没给	c=2 d=2e-08 t=20587
dou mei kan 	都没看	c=1 d=0.178173 t=20587
dou mei kan dao 	都没看到	c=1 d=1 t=14432
dou mei le 	都没了	c=1 d=2e-08 t=20587
dou mei qian 	都没钱	c=1 d=2e-08 t=20587
dou mei shuo 	都没说	c=1 d=2e-08 t=20587
dou mei xing 	都没醒	c=1 d=2e-08 t=20587
dou mei xue 	都没学	c=1 d=2e-08 t=20587
dou mei you 	都没有	c=5 d=0.244143 t=20587
dou neng 	都能	c=5 d=4e-08 t=20587
dou po 	斗破	c=32 d=2.4e-07 t=20587
dou qiao 	陡峭	c=1 d=2e-08 t=20587
dou rong yi 	都容易	c=1 d=1 t=13639
dou shao 	都少	c=1 d=2e-08 t=20587
dou shei 	都谁	c=2 d=3e-08 t=20587
dou shi 	都是	c=32 d=1.88678e-05 t=20587
dou shi sha 	都是啥	c=1 d=1 t=15008
dou shuo le 	都说了	c=1 d=6.02973e-20 t=20587
dou suan 	都算	c=1 d=2e-08 t=20587
dou teng 	都疼	c=1 d=2e-08 t=20587
dou tian 	都舔	c=1 d=2e-08 t=20587
dou wan 	都完	c=0 d=0 t=20587
dou wan bu liao 	都玩不了	c=1 d=2e-08 t=20587
dou wang 	斗王	c=1 d=2e-08 t=20587
dou wen 	都问	c=2 d=3.49273e-08 t=20587
dou wu 	都无	c=1 d=2e-08 t=20587
dou xie bu wan 	都写不完	c=1 d=2e-08 t=20587
dou yao 	都要	c=5 d=5e-08 t=20587
dou yi yang 	都一样	c=3 d=4e-08 t=20587
dou yin 	抖音	c=19 d=1.9e-07 t=20587
dou yong 	都用	c=2 d=8.47289e-22 t=20587
dou yong sha 	都用啥	c=1 d=2e-08 t=20587
dou you 	都有	c=6 d=5e-08 t=20587
dou you shen me 	都有什么	c=1 d=2e-08 t=20587
dou yu 	斗鱼	c=1 d=2e-08 t=20587
dou zai 	都在	c=2 d=3e-08 t=20587
dou zhe me 	都这么	c=1 d=2e-08 t=20587
dou zheng 	斗争	c=1 d=2e-08 t=20587
dou zhuan 	斗转	c=3 d=0.169483 t=20587
dou zong qiang zhe 	斗宗强者	c=1 d=2e-08 t=20587
dou zu se 	都阻塞	c=1 d=3.97274e-23 t=20587
du 	堵	c=1 d=7.69585e-08 t=13695
du 	度	c=30 d=1 t=16495
du 	杜	c=1 d=2e-08 t=13695
du 	渡	c=1 d=1 t=15667
du 	读	c=17 d=1 t=18858
du 	赌	c=1 d=1.22032e-19 t=20587
du an 	毒案	c=0 d=0 t=20587
du bu dao 	读不到	c=2 d=6.44255e-05 t=20587
du cai 	独裁	c=1 d=2e-08 t=20587
du che 	堵车	c=3 d=4e-08 t=20587
du chu 	读出	c=4 d=0.000170805 t=20587
du dao 	读到	c=4 d=1.62136e-09 t=20587
du diao han jiang xue 	独钓寒江雪	c=1 d=2e-08 t=20587
du fu 	杜甫	c=1 d=2e-08 t=20587
du hou 	读后	c=3 d=4e-08 t=20587
du hou gan 	读后感	c=1 d=2e-08 t=20587
du le 	读了	c=2 d=1.7454e-21 t=20587
du li 	独立	c=4 d=5e-08 t=20587
du li zi zhu 	独立自主	c=1 d=2e-08 t=20587
du qu 	读取	c=35 d=7.57039e-05 t=20587
du qu dao 	读取到	c=1 d=2e-08 t=20587
du qu shu ju 	读取数据	c=1 d=1 t=18085
du se 	堵塞	c=2 d=2e-08 t=20587
du shi bai 	读失败	c=1 d=1.7407e-21 t=20587
du shu 	读书	c=6 d=7e-08 t=13695
du shu 	读数	c=2 d=3e-08 t=20587
du shu bi ji 	读书笔记	c=7 d=8e-08 t=20587
du te 	独特	c=1 d=1 t=20223
du tong 	镀铜	c=1 d=1 t=14440
du tu 	赌徒	c=1 d=2e-08 t=20587
du wan 	读完	c=1 d=1 t=16438
du wen jian 	读文件	c=4 d=3e-08 t=20587
du xie 	读写	c=7 d=2e-08 t=20587
du yin 	读音	c=2 d=1 t=18742
du yuan 	堵源	c=1 d=2e-08 t=20587
du zi 	独自	c=1 d=2e-08 t=13695
du zi 	肚子	c=1 d=2e-08 t=20587
duan 	断	c=0 d=0.1 t=17388
duan 	段	c=18 d=1.00085 t=19045
duan 	短	c=1 d=2e-08 t=13695
duan 	端	c=27 d=0.01649 t=20587
duan bian 	短边	c=1 d=2e-08 t=20587
duan bo 	短波	c=1 d=2e-08 t=20587
duan ceng 	断层	c=0 d=0 t=20587
duan duan xu xu 	断断续续	c=1 d=2e-08 t=20587
duan guan 	短管	c=1 d=2e-08 t=20587
duan hou 	断后	c=1 d=2e-08 t=20587
duan jian 	短剑	c=1 d=2e-08 t=20587
duan ju 	短剧	c=2 d=3e-08 t=20587
duan juan fa 	短卷发	c=0 d=0 t=20587
duan kai 	断开	c=2 d=3e-08 t=20587
duan kou 	端口	c=28 d=1.33639e-06 t=20587
duan kou hao 	端口号	c=2 d=0.00390694 t=20587
duan le 	断了	c=3 d=4e-08 t=20587
duan lian 	锻炼	c=2 d=3e-08 t=20587
duan mian 	断面	c=7 d=8e-08 t=20587
duan shi pin 	短视频	c=1 d=1 t=14583
duan shui 	断水	c=2 d=0.188925 t=20587
duan wang 	断网	c=1 d=2e-08 t=20587
duan wei 	断为	c=1 d=2e-08 t=13695
duan wei 	段位	c=1 d=2e-08 t=20587
duan xi tong 	端系统	c=1 d=3.15809e-29 t=20587
duan xu 	断续	c=1 d=2e-08 t=20587
duan yan 	断言	c=4 d=1.80762e-22 t=20587
duan zhu le 	断住了	c=1 d=1 t=17389
dui 	堆	c=2 d=2e-08 t=13695
dui 	对	c=121 d=1.46273 t=18711
dui 	怼	c=1 d=2e-08 t=13695
dui 	队	c=2 d=1.12998e-24 t=20587
dui bi 	对比	c=1 d=1.94079e-07 t=20587
dui bu 	对不	c=2 d=3.87219e-07 t=20587
dui bu dui 	对不对	c=6 d=1.62643e-06 t=20587
dui bu qi 	对不起	c=1 d=1 t=14651
dui bu qi 	对不齐	c=1 d=2e-08 t=20587
dui bu shang 	对不上	c=2 d=6.32436e-13 t=20587
dui ce 	对侧	c=1 d=2e-08 t=20587
dui chen 	对称	c=6 d=7e-08 t=20587
dui chen xing 	对称性	c=2 d=3e-08 t=20587
dui chen zhou 	对称轴	c=1 d=2e-08 t=20587
dui cheng 	对成	c=1 d=2e-08 t=20587
dui cuo 	对错	c=4 d=5e-08 t=20587
dui de 	对的	c=3 d=4e-08 t=20587
dui de hua 	对的话	c=1 d=2e-08 t=20587
dui die 	堆叠	c=1 d=2e-08 t=20587
dui dui dui 	对对对	c=1 d=2e-08 t=20587
dui fu 	对付	c=0 d=0 t=20587
dui gao pin 	对高频	c=1 d=2e-08 t=20587
dui hao 	对号	c=2 d=3e-08 t=20587
dui hua 	对话	c=24 d=2.85296e-05 t=20587
dui hua ma 	对话吗	c=1 d=2e-08 t=20587
dui ji 	堆积	c=0 d=0 t=20587
dui ji tiao xing tu 	堆积条形图	c=1 d=2e-08 t=20587
dui jiao 	对角	c=0 d=0 t=20587
dui jiao hua 	对角化	c=1 d=2e-08 t=20587
dui jie 	对接	c=5 d=6e-08 t=20587
dui kang 	对抗	c=2 d=2e-08 t=20587
dui le 	对了	c=6 d=8.48101e-05 t=20587
dui lie 	队列	c=13 d=2.06388e-07 t=20587
dui liu 	对流	c=10 d=1.1e-07 t=20587
dui liu huan re 	对流换热	c=2 d=3e-08 t=20587
dui liu zhi 	对流质	c=2 d=3e-08 t=20587
dui liu zhi jiao huan 	对流质交换	c=1 d=2e-08 t=20587
dui me 	对么	c=2 d=3e-08 t=20587
dui mei ge 	对每个	c=1 d=2e-08 t=20587
dui mian 	对面	c=3 d=4e-08 t=20587
dui mian shi shei 	对面是谁	c=1 d=2e-08 t=20587
dui ming ling 	对命令	c=1 d=5.10735e-08 t=20587
dui nei 	对内	c=0 d=0 t=20587
dui nei zhi 	对内值	c=1 d=2e-08 t=20587
dui qi 	对其	c=3 d=1 t=18009
dui qi 	对齐	c=20 d=2.1e-07 t=20587
dui ren 	对人	c=1 d=2e-08 t=20587
dui shu 	对数	c=1 d=2e-08 t=20587
dui shui zhi yao qiu gao 	对水质要求高	c=1 d=1.21655e-12 t=20587
dui wai 	对外	c=1 d=2e-08 t=20587
dui wo shi yong yan quan ba 	对我使用炎拳吧	c=1 d=2e-08 t=20587
dui xi tong 	对系统	c=1 d=0.0294518 t=20587
dui xiang 	对象	c=45 d=0.23474 t=20587
dui xiang chi 	对象池	c=1 d=9.67415e-23 t=20587
dui yi dui 	对一对	c=1 d=2e-08 t=20587
dui ying 	对应	c=11 d=1.2e-07 t=20587
dui ying de 	对应的	c=3 d=0.0692522 t=20587
dui you 	队友	c=1 d=3.17835e-16 t=20587
dui yu 	对于	c=30 d=0.0947603 t=20587
dui yu yi ge 	对于一个	c=1 d=1 t=15485
dui yu zhan 	堆与栈	c=1 d=1 t=15552
dui zhao 	对照	c=2 d=2e-08 t=20587
dui zhe 	对着	c=1 d=1.04152e-08 t=20587
dui zhe ju hua 	对着句话	c=1 d=2e-08 t=13695
dui zhe ju hua 	对这句话	c=1 d=2e-08 t=20587
dui zhe liang pian 	对这两篇	c=1 d=2e-08 t=20587
dun di shang 	蹲地上	c=1 d=2e-08 t=20587
duo 	多	c=62 d=4.7854e-06 t=20587
duo bo 	多拨	c=4 d=5e-08 t=20587
duo bu 	多不	c=3 d=0.0174422 t=20587
duo bu dao 	夺不到	c=1 d=2.95632e-17 t=20587
duo bu zhou 	多步骤	c=1 d=2e-08 t=20587
duo cai xiao yuan 	多彩校园	c=1 d=2e-08 t=20587
duo ceng 	多层	c=3 d=4e-08 t=20587
duo chang shi jian 	多长时间	c=1 d=4.40268e-26 t=20587
duo chao le 	多抄了	c=1 d=3.47223e-27 t=20587
duo chong 	多重	c=1 d=2e-08 t=20587
duo chu 	多出	c=1 d=2e-08 t=20587
duo ci 	多次	c=7 d=7e-08 t=20587
duo da 	多大	c=5 d=2.15046e-08 t=20587
duo dou 	多斗	c=0 d=0 t=20587
duo fang 	多方	c=1 d=2e-08 t=20587
duo gan ga 	多尴尬	c=0 d=0 t=20587
duo gao 	多高	c=0 d=0 t=20587
duo ge 	多个	c=26 d=0.660736 t=20587
duo ji 	多机	c=0 d=9.56974e-14 t=13695
duo ji 	多级	c=1 d=1.08439e-12 t=20587
duo ji fa sheng 	多即发生	c=1 d=1 t=13669
duo ji tou 	多机头	c=2 d=2.19054e-12 t=20587
duo jia 	多加	c=1 d=2e-08 t=20587
duo jiu 	多久	c=6 d=7e-08 t=20587
duo jiu kai 	多久开	c=1 d=2e-08 t=20587
duo kai 	多开	c=5 d=0.170333 t=20587
duo kan 	多看	c=1 d=2e-08 t=20587
duo kong 	多孔	c=2 d=3e-08 t=20587
duo kong zhuan 	多孔砖	c=1 d=1 t=18401
duo la 	多啦	c=1 d=2e-08 t=20587
duo le 	多了	c=2 d=3e-08 t=20587
duo lie 	多列	c=2 d=3e-08 t=20587
duo lin guo 	多邻国	c=6 d=7e-08 t=20587
duo lu 	多路	c=1 d=1.96205e-27 t=20587
duo lu fu yong 	多路复用	c=1 d=6.43796e-26 t=20587
duo lun 	多轮	c=2 d=2.93858e-05 t=20587
duo mai ge 	多买个	c=1 d=2e-08 t=20587
duo me 	多么	c=1 d=2.41542e-22 t=20587
duo ming 	多名	c=1 d=2e-08 t=20587
duo ping 	多屏	c=2 d=3e-08 t=20587
duo ping 	多平	c=1 d=1 t=18214
duo qu 	夺取	c=1 d=2e-08 t=20587
duo re nao 	多热闹	c=1 d=1 t=14191
duo ren 	多人	c=4 d=0.000135118 t=20587
duo shao 	多少	c=40 d=0.506617 t=20587
duo shao le 	多少了	c=1 d=3.29044e-12 t=20587
duo shuo 	多说	c=4 d=5.82596e-05 t=20587
duo tai 	多态	c=1 d=8.1238e-27 t=20587
duo tian 	多天	c=2 d=3e-08 t=20587
duo tiao 	多条	c=1 d=0.273898 t=20587
duo xian cheng 	多线程	c=5 d=6e-08 t=20587
duo xiang shi 	多项式	c=1 d=2e-08 t=20587
duo xie 	多写	c=0 d=0 t=20587
duo xie ji pian 	多写几篇	c=1 d=2e-08 t=20587
duo yan 	多言	c=2 d=3e-08 t=20587
duo yin 	多音	c=1 d=2e-08 t=20587
duo yu 	多余	c=4 d=1.33044e-06 t=20587
duo yuan 	多元	c=2 d=3e-08 t=20587
duo yue 	多月	c=1 d=2e-08 t=20587
duo zhang 	多张	c=0 d=0.00192547 t=20587
duo zhang biao 	多张表	c=1 d=0.0193512 t=20587
duo zhi 	多值	c=1 d=2e-08 t=20587
duo zhong 	多种	c=2 d=0.00453922 t=20587
e 	额	c=6 d=7e-08 t=20587
e bu si 	饿不死	c=1 d=2e-08 t=20587
e ding 	额定	c=1 d=1 t=14811
e gui 	恶鬼	c=2 d=3e-08 t=20587
e han shi 	饿汉式	c=1 d=7.93697e-18 t=20587
e hua 	恶化	c=3 d=4e-08 t=20587
e le jiu chi 	饿了就吃	c=1 d=2e-08 t=20587
e me 	饿么	c=2 d=3e-08 t=20587
e mo 	恶魔	c=1 d=9.04808e-30 t=20587
e si 	饿死	c=1 d=1.45925e-05 t=20587
e si le 	饿死了	c=1 d=2e-08 t=20587
e wai 	额外	c=1 d=4.15419e-19 t=20587
e xin 	恶心	c=4 d=5e-08 t=20587
e yao 	扼要	c=1 d=2e-08 t=20587
ei 	诶	c=0 d=0 t=20587
en 	嗯	c=124 d=1.0004 t=20369
en 	恩	c=4 d=5e-08 t=20587
en le 	嗯了	c=1 d=2e-08 t=20587
en san 	嗯三	c=2 d=3.1386e-15 t=20587
en shan 	恩山	c=8 d=3e-08 t=20587
er 	二	c=12 d=1 t=18022
er 	而	c=6 d=0.00304273 t=20587
er an 	而安	c=0 d=0 t=20587
er an fa sheng de 	而安发生的	c=1 d=2e-08 t=20587
er bi 	而比	c=1 d=2e-08 t=20587
er bu shi 	而不是	c=1 d=1 t=16634
er ceng 	二层	c=0 d=2.74364e-22 t=20587
er ceng zhong ting 	二层中庭	c=1 d=2.7574e-21 t=20587
er chu xian 	而出现	c=1 d=1 t=14447
er ci 	二次	c=2 d=2e-08 t=20587
er ci beng 	二次泵	c=1 d=1.30184e-15 t=20587
er ci xing 	二次型	c=2 d=3e-08 t=20587
er duo 	耳朵	c=2 d=3e-08 t=20587
er fen fa 	二分法	c=2 d=3e-08 t=20587
er guo 	而过	c=1 d=2e-08 t=20587
er ji 	二级	c=2 d=1.00484 t=13952
er ji 	耳机	c=5 d=2e-08 t=20587
er ji beng 	二级泵	c=1 d=1 t=13953
er ji biao ti 	二级标题	c=1 d=1 t=19705
er jin zhi 	二进制	c=3 d=2e-08 t=20587
er lai 	而来	c=1 d=2e-08 t=20587
er lei 	二类	c=1 d=2e-08 t=20587
er lou 	二楼	c=6 d=6e-08 t=20587
er qie 	而且	c=15 d=1.4e-07 t=20587
er qie re feng 	而且热风	c=1 d=2e-08 t=20587
er qu 	二区	c=3 d=2.40447 t=17120
er sheng 	而生	c=1 d=2e-08 t=20587
er shi 	而使	c=1 d=0.00324708 t=20587
er tong 	儿童	c=1 d=2e-08 t=20587
er wei 	二位	c=1 d=2e-08 t=20587
er wei ma 	二维码	c=2 d=2.91033e-09 t=20587
er wo 	而我	c=1 d=1 t=20303
er wo que 	而我却	c=1 d=2e-08 t=20587
er yang hua tan 	二氧化碳	c=1 d=2e-08 t=20587
er yi 	而已	c=1 d=2e-08 t=13695
er yi 	而异	c=1 d=2e-08 t=20587
er yuan 	二元	c=0 d=0.0759572 t=20587
er yuan rong ye 	二元溶液	c=1 d=0.763379 t=20587
er zai 	而在	c=0 d=0 t=20587
er zai wo mian qian 	而在我面前	c=1 d=2e-08 t=20587
er zhuan san 	二转三	c=1 d=1.06072e-17 t=20587
fa 	发	c=21 d=0.113102 t=17264
fa 	法	c=45 d=2.95072 t=20025
fa 	阀	c=3 d=0.199388 t=20587
fa bu le 	发布了	c=1 d=7.13977e-08 t=20587
fa che le 	发车了	c=1 d=2e-08 t=20587
fa chu lai 	发出来	c=1 d=1 t=15784
fa chui 	法槌	c=0 d=0 t=20587
fa chui zi 	法槌字	c=1 d=2e-08 t=20587
fa cuo 	发错	c=1 d=2e-08 t=20587
fa cuo ren le 	发错人了	c=1 d=2e-08 t=20587
fa de 	发的	c=0 d=0 t=20587
fa di zhi 	发地址	c=1 d=6.77518e-09 t=20587
fa dian 	发电	c=3 d=3e-08 t=20587
fa dian suo 	发电所	c=1 d=2e-08 t=20587
fa ge 	发个	c=2 d=3e-08 t=20587
fa guang 	发光	c=2 d=3e-08 t=20587
fa guo 	法国	c=1 d=2e-08 t=20587
fa guo dui 	法国队	c=1 d=2e-08 t=20587
fa guo lai 	发过来	c=1 d=5.39228e-29 t=20587
fa guo ni 	发过你	c=1 d=1.68317e-08 t=20587
fa hui 	发挥	c=0 d=1.94178e-14 t=20587
fa hui qi 	发挥其	c=1 d=1.95152e-13 t=20587
fa ji bian 	发几遍	c=1 d=1 t=17265
fa jue 	发觉	c=3 d=3e-08 t=20587
fa le ge 	发了个	c=1 d=2.97013e-13 t=20587
fa li 	乏力	c=1 d=1.50651e-27 t=13695
fa li 	发力	c=1 d=2e-08 t=20587
fa ma 	砝码	c=2 d=3e-08 t=20587
fa ma yao 	砝码要	c=1 d=2e-08 t=20587
fa men 	阀门	c=5 d=0.0587185 t=20587
fa ming 	发明	c=1 d=2e-08 t=20587
fa ni 	发你	c=5 d=4e-08 t=20587
fa ni de 	发你的	c=1 d=2e-08 t=20587
fa ni le 	发你了	c=1 d=4.49238e-28 t=20587
fa pei 	发配	c=1 d=2e-08 t=20587
fa piao 	发票	c=1 d=1.1 t=20255
fa piao de 	发票的	c=1 d=1 t=20256
fa qi 	发起	c=1 d=4.3274e-29 t=20587
fa re 	发热	c=1 d=2e-08 t=20587
fa sai 	法塞	c=1 d=2e-08 t=20587
fa sha 	发啥	c=1 d=2e-08 t=20587
fa shao 	发烧	c=1 d=2e-08 t=20587
fa shao le 	发烧了	c=0 d=0 t=20587
fa shen me 	发什么	c=1 d=2e-08 t=20587
fa sheng 	发生	c=9 d=9e-08 t=20587
fa sheng de 	发生的	c=0 d=0 t=20587
fa sheng lv 	发生率	c=1 d=2e-08 t=20587
fa sheng qi 	发生器	c=3 d=0.794534 t=20587
fa shi 	法师	c=1 d=2e-08 t=20587
fa song 	发送	c=10 d=0.000415927 t=20587
fa wei zhi 	发位置	c=1 d=2e-08 t=20587
fa wo 	发我	c=14 d=5.88893e-07 t=20587
fa wo kan kan 	发我看看	c=2 d=3e-08 t=20587
fa wo yi ge 	发我一个	c=1 d=2e-08 t=20587
fa xia lai 	发下来	c=1 d=2e-08 t=20587
fa xian 	发现	c=13 d=1 t=17391
fa xian 	法线	c=0 d=0 t=20587
fa xian xie lv 	法线斜率	c=1 d=2e-08 t=20587
fa xiao xi 	发消息	c=1 d=9.17858e-22 t=20587
fa xin xi 	发信息	c=1 d=2e-08 t=20587
fa yan 	发言	c=2 d=7.82012e-19 t=20587
fa yi xia 	发一下	c=2 d=3e-08 t=20587
fa yi zheng 	法一怔	c=1 d=1 t=15829
fa you jian 	发邮件	c=4 d=5e-08 t=20587
fa ze 	法则	c=1 d=2e-08 t=20587
fa zhan 	发展	c=4 d=5e-08 t=20587
fa zhao pian 	法照片	c=1 d=2e-08 t=20587
fan 	反	c=5 d=0.1 t=14836
fan 	翻	c=1 d=6.83025e-16 t=13695
fan 	饭	c=1 d=2e-08 t=20587
fan an 	翻案	c=0 d=4.78008e-24 t=20587
fan cha 	反查	c=8 d=5e-08 t=20587
fan chuan 	反串	c=1 d=2e-08 t=20587
fan de sa 	范德萨	c=0 d=0 t=20587
fan de sa ai fu dun shi 	范德萨埃弗顿时	c=1 d=2e-08 t=20587
fan dou 	饭都	c=2 d=3.43321e-18 t=20587
fan dui 	反对	c=1 d=2e-08 t=20587
fan dui cheng 	反对称	c=1 d=2e-08 t=20587
fan fan 	翻翻	c=1 d=3.29783e-09 t=20587
fan fang xiang 	反方向	c=1 d=4.13558e-25 t=20587
fan fu 	反复	c=1 d=2e-08 t=20587
fan gan 	反感	c=1 d=2e-08 t=20587
fan hua 	繁花	c=5 d=6e-08 t=20587
fan hui 	返回	c=114 d=0.0243959 t=20587
fan hui de 	返回的	c=1 d=8.88431e-21 t=20587
fan hui qi 	返回其	c=1 d=1.54334e-17 t=20587
fan hui qie pian 	返回切片	c=1 d=1 t=15268
fan hui zhi 	返回值	c=2 d=3e-08 t=20587
fan ka 	饭卡	c=2 d=8.02792e-05 t=20587
fan lai fu qu 	翻来覆去	c=1 d=2e-08 t=20587
fan le 	反了	c=1 d=4.54463e-17 t=13695
fan le 	犯了	c=1 d=2e-08 t=20587
fan li 	反例	c=1 d=2e-08 t=13695
fan li 	反力	c=1 d=2e-08 t=20587
fan nao 	烦恼	c=0 d=0 t=20587
fan nao yu 	烦恼阈	c=1 d=2e-08 t=20587
fan ping heng fa 	反平衡法	c=1 d=1 t=14837
fan qie 	番茄	c=9 d=6e-08 t=20587
fan qie zhong 	番茄钟	c=1 d=2.61161e-29 t=20587
fan she 	反射	c=6 d=2e-08 t=20587
fan she lv 	反射率	c=2 d=3e-08 t=20587
fan shen 	翻身	c=0 d=0 t=20587
fan si le 	烦死了	c=1 d=0.0475963 t=20587
fan tuan 	饭团	c=1 d=2e-08 t=20587
fan wei 	范围	c=24 d=0.501576 t=20587
fan wei nei 	范围内	c=1 d=2e-08 t=20587
fan wen 	范文	c=5 d=6e-08 t=20587
fan xiang 	反向	c=2 d=3e-08 t=13695
fan xiang 	反响	c=1 d=2e-08 t=20587
fan xiang cha zhao 	反向查找	c=1 d=1.53486e-11 t=20587
fan xie xian 	反斜线	c=1 d=7.77716e-14 t=20587
fan xuan 	反选	c=3 d=4e-08 t=20587
fan xuan guo lv 	反选过滤	c=1 d=2e-08 t=20587
fan yi 	翻译	c=47 d=0.000537371 t=20587
fan yi guan 	翻译官	c=1 d=1.85155e-12 t=20587
fan yi wei 	翻译为	c=1 d=2e-08 t=20587
fan yi xia 	翻一下	c=4 d=4e-08 t=20587
fan yin hao 	反引号	c=1 d=2e-08 t=20587
fan ying 	反应	c=9 d=1 t=14455
fan ying 	反映	c=13 d=0.594521 t=20587
fan ying fa 	反应法	c=1 d=2e-08 t=20587
fan ying le 	反映了	c=3 d=4e-08 t=20587
fan ying pu 	反应谱	c=2 d=3e-08 t=20587
fan ying xi shu 	反应系数	c=3 d=4e-08 t=20587
fan zao 	烦躁	c=0 d=0 t=20587
fan zheng 	反正	c=4 d=5e-08 t=20587
fan zheng bu xiang 	反正不想	c=1 d=2e-08 t=20587
fan zheng wo 	反正我	c=1 d=1.74011e-17 t=20587
fan zhuan 	反转	c=1 d=2.37905e-20 t=13695
fan zhuan 	翻转	c=1 d=2e-08 t=20587
fan zui 	犯罪	c=1 d=2e-08 t=20587
fan zui le 	犯罪了	c=1 d=2e-08 t=20587
fang 	放	c=10 d=9e-08 t=13695
fang 	方	c=2 d=1.51907e-07 t=13695
fang 	防	c=7 d=0.0437178 t=20587
fang an 	方案	c=47 d=0.980199 t=20587
fang an er 	方案二	c=1 d=1.89513e-21 t=20587
fang an san 	方案三	c=1 d=1.90463e-21 t=20587
fang an yi 	方案一	c=1 d=1.88568e-21 t=20587
fang bian 	方便	c=4 d=3e-08 t=20587
fang bian mian 	方便面	c=1 d=8.65611e-09 t=20587
fang cha 	方差	c=6 d=0.571209 t=20587
fang chang 	方场	c=1 d=2e-08 t=20587
fang cheng 	方程	c=15 d=1.6e-07 t=20587
fang cheng shi 	方程式	c=6 d=0.07502 t=20587
fang da 	放大	c=3 d=3e-08 t=20587
fang dai 	房贷	c=1 d=2e-08 t=20587
fang dao 	防盗	c=1 d=1 t=18669
fang dong 	防冻	c=1 d=1 t=13961
fang fa 	方法	c=77 d=0.194298 t=20587
fang feng 	防风	c=1 d=2e-08 t=20587
fang ge 	放个	c=1 d=2e-08 t=13695
fang ge 	方格	c=1 d=2e-08 t=20587
fang hu 	防护	c=1 d=0.0893673 t=20587
fang hui 	放回	c=1 d=2e-08 t=20587
fang huo qiang 	防火墙	c=3 d=4e-08 t=20587
fang ji ge 	放几个	c=0 d=0 t=20587
fang ji ge ha ha ha ha ha 	放几个哈哈哈哈哈	c=1 d=2e-08 t=20587
fang jia 	放假	c=10 d=1.1e-07 t=20587
fang jia ji tian 	放假几天	c=0 d=2.2611e-11 t=20587
fang jian 	房间	c=13 d=0.0207247 t=20587
fang jian gou zao 	房间构造	c=1 d=2e-08 t=20587
fang le 	放了	c=6 d=7e-08 t=20587
fang liang men 	放两门	c=1 d=2e-08 t=20587
fang mian 	方面	c=4 d=3.86939e-07 t=20587
fang pi 	放屁	c=14 d=1.5e-07 t=20587
fang qi 	放弃	c=4 d=1.32188e-07 t=20587
fang re 	放热	c=1 d=0.00375375 t=20587
fang re zhan 	放热站	c=1 d=2.26772e-15 t=20587
fang ru 	放入	c=2 d=1.5383e-08 t=20587
fang sha 	放啥	c=1 d=2e-08 t=20587
fang shi 	方式	c=21 d=1.11276 t=20587
fang shi ne 	方式呢	c=1 d=1 t=16999
fang song 	放松	c=1 d=2e-08 t=20587
fang wei 	方位	c=1 d=2e-08 t=20587
fang wen 	访问	c=21 d=0.00344842 t=20587
fang xia 	放下	c=1 d=2e-08 t=20587
fang xia guo nei 	放下国内	c=1 d=2e-08 t=20587
fang xian 	防线	c=1 d=2e-08 t=20587
fang xiang 	方向	c=13 d=1.3e-07 t=20587
fang xiang de 	方向的	c=1 d=2e-08 t=20587
fang xiang xing 	方向性	c=1 d=2e-08 t=20587
fang xie 	仿写	c=2 d=2.07516 t=20548
fang xie lou 	防泄漏	c=3 d=5.97995e-24 t=20587
fang yan wu dan 	放烟雾弹	c=1 d=2e-08 t=20587
fang ying 	放映	c=1 d=2e-08 t=20587
fang zai 	放在	c=3 d=0.000422213 t=20587
fang zao 	仿造	c=1 d=1 t=19106
